0.018,-0.038,0.998,-0.847,-0.214,0.694
0.016,-0.036,1.001,-1.007,-0.183,0.717
0.017,-0.036,1,-1.144,-0.16,0.565
0.017,-0.034,0.998,-1.175,-0.175,0.687
0.019,-0.036,0.996,-1.259,-0.603,0.61
0.018,-0.035,0.996,-1.305,-0.969,0.71
0.015,-0.036,0.995,-0.946,-1.175,0.633
0.016,-0.035,0.997,-0.732,-1.518,0.618
0.017,-0.036,0.993,-0.923,-1.77,0.732
0.017,-0.038,0.998,-1.053,-1.862,0.603
0.019,-0.037,0.998,-1.114,-1.617,0.786
0.017,-0.037,0.998,-0.671,-1.038,0.923
0.02,-0.036,0.996,-0.694,-0.519,0.931
0.018,-0.038,0.998,-0.694,-0.237,0.832
0.018,-0.038,1.002,-0.618,0.16,0.786
0.018,-0.036,0.998,-0.603,0.191,0.809
0.018,-0.035,0.998,-0.656,0.237,0.801
0.018,-0.035,0.998,-0.641,0.458,0.893
0.018,-0.035,0.998,-0.893,0.458,0.992
0.017,-0.035,0.999,-0.938,0.336,1.007
0.017,-0.036,0.996,-0.854,0.244,0.954
0.018,-0.036,0.995,-0.534,0.45,0.977
0.015,-0.037,0.996,0.084,0.092,0.977
0.017,-0.035,0.997,0.366,-0.427,0.999
0.016,-0.033,0.996,0.534,-0.648,0.854
0.018,-0.035,0.999,0.282,-0.557,0.702
0.018,-0.036,0.998,0,-0.557,0.786
0.019,-0.035,1,-0.427,-0.084,0.641
0.016,-0.034,0.999,-0.511,0.214,0.519
0.016,-0.037,0.999,-0.343,-0.198,0.626
0.016,-0.034,0.997,-0.244,-0.122,0.809
0.014,-0.035,0.998,0.046,0.511,0.938
0.017,-0.035,1.003,-0.175,0.938,0.992
0.015,-0.035,0.998,-0.389,1.686,1.083
0.014,-0.035,0.996,-0.465,2.182,1.152
0.016,-0.034,0.997,-0.29,2.35,1.175
0.015,-0.034,0.999,-0.603,2.647,1.152
0.014,-0.033,0.995,-1.099,2.617,1.16
0.015,-0.034,0.997,-1.35,1.869,1.358
0.012,-0.035,0.996,-1.74,1.61,1.152
0.011,-0.037,0.996,-1.785,0.114,1.16
0.013,-0.035,0.997,-2.396,-1.32,1.167
0.013,-0.039,0.998,-2.617,-2.167,1.06
0.013,-0.036,0.997,-2.19,-2.518,1.114
0.016,-0.033,0.997,-1.305,-2.67,1.06
0.016,-0.036,0.999,-0.587,-2.632,1.099
0.016,-0.033,0.998,0.267,-1.816,0.954
0.017,-0.031,0.996,0.877,-1.091,0.778
0.014,-0.031,1,1.312,-0.847,0.763
0.013,-0.032,0.994,1.915,-1.137,0.862
0.014,-0.031,0.997,2.617,-2.052,1.06
0.016,-0.031,0.996,2.983,-2.655,1.228
0.018,-0.03,1.003,2.983,-2.525,1.152
0.015,-0.034,0.998,2.525,-1.793,0.885
0.016,-0.03,0.996,1.442,-1.907,0.641
0.016,-0.031,0.997,0.641,-2.098,0.656
0.017,-0.034,0.997,-0.114,-2.388,0.42
0.015,-0.031,0.997,-0.679,-2.808,0.587
0.015,-0.031,0.997,-1.717,-3.288,0.595
0.019,-0.031,1.001,-2.96,-2.831,0.58
0.019,-0.029,1,-2.724,-1.907,0.473
0.018,-0.03,0.994,-2.602,-2.136,0.664
0.017,-0.031,0.997,-2.235,-2.068,0.61
0.02,-0.03,0.998,-1.343,-1.709,0.526
0.022,-0.031,1,-0.153,-1.251,0.633
0.017,-0.029,0.997,0.397,-1.816,0.778
0.019,-0.029,1,0.633,-2.357,0.877
0.022,-0.031,1.002,0.687,-2.403,1.076
0.021,-0.032,1.001,1.038,-1.785,1.122
0.022,-0.03,0.997,0.984,-1.122,1.076
0.02,-0.031,0.998,0.648,-0.885,1.076
0.02,-0.029,0.999,-0.381,-1.06,0.763
0.021,-0.031,0.996,-1.083,-1.045,0.45
0.021,-0.031,0.998,-2.235,-1.32,0.298
0.024,-0.028,0.996,-2.762,-1.45,0.496
0.02,-0.026,0.995,-1.312,-1.228,0.725
0.02,-0.03,1,-0.16,-1.785,0.908
0.024,-0.029,0.999,0.183,-2.205,0.961
0.024,-0.03,0.999,0.534,-2.083,1.015
0.022,-0.03,0.996,1.404,-1.701,1.06
0.023,-0.029,0.997,1.61,-1.587,1.114
0.023,-0.029,1,1.724,-1.671,1.091
0.021,-0.027,0.996,1.839,-1.747,0.816
0.021,-0.028,0.999,1.289,-2.045,0.801
0.024,-0.031,0.997,0.595,-1.938,0.816
0.023,-0.028,0.997,0.114,-1.617,0.832
0.024,-0.029,0.998,-0.366,-1.419,0.786
0.025,-0.027,0.999,-0.366,-1.312,1.137
0.026,-0.025,0.998,-0.298,-1.266,1.099
0.025,-0.025,1.001,-0.885,-0.862,0.847
0.026,-0.026,1.001,-1.801,-0.763,0.427
0.026,-0.027,0.999,-2.289,-0.374,0.336
0.025,-0.027,0.999,-2.853,-0.046,0.114
0.025,-0.026,0.999,-2.907,0.114,0.214
0.026,-0.028,0.999,-2.533,0.298,0.313
0.024,-0.024,0.996,-1.694,0.282,0.526
0.023,-0.025,0.998,-0.801,0.137,0.702
0.024,-0.026,0.996,-0.031,-0.191,0.824
0.023,-0.028,0.995,0.099,-0.717,0.9
0.026,-0.028,0.998,-0.084,-1.045,0.71
0.024,-0.029,0.997,-0.534,-1.457,0.648
0.026,-0.027,0.998,-1.114,-1.862,0.488
0.024,-0.027,0.999,-1.16,-1.884,0.397
0.024,-0.027,0.997,-1.343,-1.839,0.389
0.026,-0.026,0.999,-1.534,-1.541,0.412
0.026,-0.026,1.001,-1.724,-1.205,0.359
0.027,-0.029,0.997,-1.549,-0.755,0.389
0.026,-0.029,1,-1.602,-0.618,0.526
0.026,-0.031,0.998,-1.541,-0.565,0.587
0.026,-0.027,0.996,-1.617,-0.679,0.626
0.025,-0.027,1,-1.801,-0.641,0.648
0.025,-0.026,1,-2.319,-0.725,0.603
0.026,-0.028,0.999,-2.617,-0.656,0.473
0.026,-0.028,0.997,-1.801,-0.267,0.481
0.026,-0.028,0.995,-0.954,-0.305,0.664
0.025,-0.028,1.001,-0.29,-0.458,0.854
0.023,-0.029,0.998,-0.252,-0.443,0.801
0.028,-0.026,1.003,-0.61,-0.542,0.74
0.028,-0.026,0.997,0.206,-0.008,0.748
0.025,-0.026,0.994,1.099,-0.038,0.999
0.025,-0.028,0.998,2.068,0.114,0.961
0.026,-0.026,0.999,2.106,0.305,1.015
0.025,-0.027,1,1.709,0.458,0.984
0.023,-0.029,0.999,1.076,0.763,0.923
0.025,-0.026,0.998,0.221,0.938,0.717
0.025,-0.029,0.995,-0.443,1.358,0.572
0.024,-0.027,0.997,-1.259,1.305,0.214
0.022,-0.028,0.997,-2.251,1.122,-0.122
0.022,-0.029,0.999,-2.548,0.732,-0.069
0.022,-0.028,0.997,-2.884,-0.046,0.168
0.022,-0.029,0.994,-2.815,-0.29,0.336
0.021,-0.028,0.994,-2.892,-1.389,0.748
0.022,-0.029,0.998,-3.113,-1.472,0.832
0.024,-0.029,0.999,-3.494,-1.419,0.885
0.023,-0.027,0.998,-3.342,-1.419,0.809
0.024,-0.027,0.997,-3.044,-1.617,0.893
0.023,-0.031,0.997,-2.327,-1.747,0.771
0.024,-0.03,0.997,-2.281,-2.213,0.793
0.023,-0.028,0.997,-2.304,-2.617,0.847
0.026,-0.03,1,-1.976,-2.586,0.763
0.028,-0.029,0.999,-1.976,-2.258,0.786
0.027,-0.029,1,-1.907,-1.915,0.763
0.028,-0.029,1.002,-1.64,-1.625,0.9
0.026,-0.029,0.999,-0.977,-0.946,0.816
0.026,-0.028,0.999,-0.45,-0.702,0.916
0.026,-0.031,0.996,0.137,-0.648,0.9
0.026,-0.027,0.998,0.496,-0.595,0.969
0.027,-0.027,1.002,0.809,-0.191,0.916
0.026,-0.03,0.998,1.404,0.526,0.885
0.026,-0.031,0.996,1.694,0.633,0.816
0.026,-0.027,0.994,1.656,0.565,0.839
0.026,-0.03,0.997,1.282,0.374,0.679
0.025,-0.028,0.994,0.832,0.381,0.71
0.026,-0.029,0.995,0.488,0.114,0.9
0.026,-0.027,1.002,0.13,0.008,0.992
0.023,-0.028,0.997,0.038,0.305,0.969
0.022,-0.026,0.997,0.221,0.572,0.946
0.024,-0.024,0.999,0.183,0.74,0.839
0.023,-0.026,0.996,0.061,0.877,0.755
0.025,-0.028,0.998,0.275,0.74,0.824
0.026,-0.025,0.999,0.191,0.374,0.793
0.024,-0.024,0.998,0.13,0.244,0.938
0.025,-0.025,0.996,-0.137,-0.084,0.999
0.024,-0.026,0.999,-0.175,-0.221,0.908
0.024,-0.024,0.997,0.015,-0.092,1.015
0.023,-0.024,0.999,0.183,-0.008,0.916
0.022,-0.024,1,0.32,0,0.9
0.023,-0.027,0.996,0.015,-0.526,0.9
0.025,-0.025,1,-0.427,-0.916,0.763
0.024,-0.025,0.998,-0.801,-0.992,0.679
0.023,-0.026,0.996,-1.45,-1.038,0.557
0.024,-0.026,0.997,-1.762,-0.954,0.534
0.026,-0.027,1.002,-2.037,-0.969,0.526
0.025,-0.026,0.995,-1.923,-0.748,0.633
0.023,-0.027,0.995,-1.511,-0.694,0.633
0.024,-0.028,0.996,-1.396,-0.961,0.664
0.023,-0.026,1.001,-1.77,-1.297,0.61
0.025,-0.025,0.996,-1.74,-1.907,0.839
0.023,-0.025,0.997,-1.556,-2.617,0.938
0.027,-0.026,1.001,-1.602,-3.166,1.022
0.026,-0.025,1,-1.633,-3.189,0.992
0.027,-0.026,0.998,-0.923,-2.571,1.045
0.027,-0.025,0.998,-0.542,-2.281,0.999
0.026,-0.025,0.996,-0.557,-2.19,1.053
0.027,-0.026,1,-0.404,-2.045,1.106
0.029,-0.024,1,-0.481,-1.801,1.152
0.03,-0.026,0.999,-0.298,-1.038,1.297
0.028,-0.026,1,0.107,-0.137,1.45
0.031,-0.024,0.998,0.336,0.74,1.381
0.029,-0.025,1,0.931,1.633,1.282
0.029,-0.025,1.001,1.205,1.968,1.328
0.028,-0.022,1,1.579,2.396,1.465
0.026,-0.024,0.999,1.999,3.113,1.549
0.025,-0.025,1,1.869,3.296,1.213
0.023,-0.023,0.997,1.221,2.548,1.053
0.023,-0.023,0.991,0.763,1.9,0.763
0.022,-0.021,0.996,0.16,1.137,0.443
0.023,-0.021,0.997,-0.336,0.298,0.534
0.023,-0.023,1,-0.481,-0.237,0.565
0.023,-0.023,0.996,-0.732,-0.603,0.465
0.022,-0.022,0.997,-1.175,-0.862,0.458
0.022,-0.025,0.994,-1.411,-1.106,0.519
0.023,-0.023,1,-1.549,-1.289,0.671
0.023,-0.023,1,-1.312,-1.16,0.694
0.025,-0.022,1,-0.824,-0.641,0.809
0.024,-0.023,1.001,-0.809,-0.031,0.786
0.024,-0.023,0.999,-1.213,0.359,0.908
0.024,-0.022,0.999,-1.77,0.755,0.793
0.021,-0.022,1,-2.197,0.763,0.71
0.024,-0.022,0.997,-2.304,0.275,0.763
0.022,-0.022,0.997,-1.595,-0.053,0.763
0.023,-0.022,0.998,-0.702,-0.389,0.824
0.021,-0.023,0.997,-0.038,-0.732,0.778
0.02,-0.024,0.998,0.122,-1.244,0.786
0.022,-0.023,0.997,0.351,-1.648,0.679
0.023,-0.02,0.998,0.473,-1.709,0.648
0.023,-0.021,0.995,0.084,-1.472,0.702
0.022,-0.021,1.002,0.267,-1.129,0.641
0.024,-0.022,0.997,0.87,-0.893,0.763
0.025,-0.021,0.998,1.099,-0.854,0.717
0.023,-0.022,0.997,1.297,-0.664,0.893
0.022,-0.019,0.999,1.625,-0.374,1.091
0.025,-0.02,1,1.884,-0.023,1.297
0.025,-0.019,1.001,2.357,0.755,1.419
0.023,-0.018,1,2.266,1.335,1.411
0.023,-0.017,0.995,2.815,2.098,1.076
0.024,-0.019,0.998,1.892,1.747,0.526
0.021,-0.018,0.994,1.32,1.35,0.404
0.02,-0.018,0.993,1.282,0.298,0.465
0.02,-0.017,0.996,1.106,-0.45,0.664
0.02,-0.015,0.998,1.175,-1.457,0.992
0.023,-0.017,0.997,1.137,-2.121,1.076
0.021,-0.016,0.996,1.404,-2.197,1.137
0.022,-0.015,0.995,1.114,-2.487,1.053
0.022,-0.015,0.999,0.435,-2.708,1.16
0.025,-0.011,1,-0.092,-2.663,1.266
0.025,-0.015,0.996,-0.61,-2.052,0.984
0.025,-0.016,0.996,-0.801,-1.534,0.671
0.024,-0.013,1,-1.129,-1.686,0.793
0.026,-0.014,1.002,-0.839,-1.854,1.091
0.026,-0.015,1,0.16,-1.19,1.358
0.026,-0.015,1.001,0.885,-0.237,1.511
0.024,-0.013,0.997,1.587,0.298,1.762
0.024,-0.012,0.997,2.014,0.259,2.014
0.024,-0.015,0.995,2.533,0.282,1.961
0.027,-0.012,1.002,2.647,0.488,1.633
0.024,-0.011,1,2.342,0.961,1.007
0.026,-0.009,1.001,2.129,1.534,0.221
0.024,-0.01,0.997,2.159,2.38,-0.397
0.022,-0.011,0.995,1.778,2.113,-0.9
0.02,-0.012,0.996,1.099,1.205,-0.854
0.02,-0.008,0.999,0.069,0.618,-0.534
0.022,-0.009,0.998,-0.351,0.671,-0.122
0.022,-0.009,0.999,-0.938,1.228,-0.153
0.02,-0.011,1,-1.335,2.296,-0.229
0.021,-0.012,1,-1.434,2.594,0.198
0.021,-0.011,0.998,-2.197,2.876,0.206
0.02,-0.013,1.001,-1.602,3.494,0.29
0.021,-0.01,0.999,-2.151,3.914,0.229
0.021,-0.008,1,-2.861,4.875,0.183
0.017,-0.01,1,-3.372,5.348,0.214
0.015,-0.01,0.995,-2.22,4.875,0.458
0.015,-0.008,0.989,-0.366,3.464,0.824
0.012,-0.006,0.99,1.572,0.618,1.06
0.014,-0.009,0.999,2.533,-1.617,1.152
0.014,-0.01,0.997,3.166,-2.357,1.495
0.016,-0.011,0.999,2.693,-2.937,1.595
0.017,-0.008,1.005,1.999,-2.792,1.709
0.016,-0.007,1,2.411,-2.441,1.701
0.014,-0.007,0.998,2.64,-2.861,1.48
0.018,-0.007,0.999,1.793,-2.838,1.083
0.016,-0.006,0.998,0.534,-2.037,1.137
0.015,-0.008,0.994,0.069,-1.907,1.404
0.02,-0.007,1,0.854,-1.709,1.579
0.022,-0.006,1.005,1.93,-0.351,1.373
0.02,-0.004,1.001,2.975,1.854,1.076
0.018,-0.002,0.999,5.295,3.639,0.595
0.014,0,0.995,7.133,3.143,0.771
0.014,0.001,0.997,7.378,1.114,0.809
0.014,-0.001,0.999,7.713,0.031,0.816
0.016,-0.001,1.006,7.004,0.061,0.504
0.014,0.003,1,6.21,0.542,0.427
0.014,0.004,0.997,6.004,0.481,0.252
0.014,0.006,0.997,6.241,-0.092,0.198
0.014,0.006,0.995,6.538,-0.267,0.046
0.014,0.007,0.998,5.028,-1.015,-0.084
0.014,0.007,0.996,3.914,-1.19,0.259
0.016,0.007,0.994,3.479,-1.74,0.13
0.014,0.009,0.993,2.472,-2.296,-0.198
0.016,0.008,0.997,0.282,-2.884,-0.435
0.017,0.009,1.003,-0.61,-2.045,-0.221
0.019,0.009,0.998,-0.679,-0.984,0.031
0.016,0.01,1.001,-1.015,-0.504,0.008
0.016,0.013,1.002,-0.526,-0.801,-0.114
0.016,0.01,0.997,-0.969,-1.526,-0.267
0.016,0.008,0.997,-3.151,-2.579,-0.374
0.017,0.007,0.997,-4.875,-3.563,-0.221
0.019,0.009,0.995,-5.531,-3.784,0.008
0.02,0.009,0.991,-4.181,-3.433,0.252
0.022,0.009,1.001,-3.098,-2.991,0.305
0.021,0.007,0.998,-2.403,-2.182,0.29
0.018,0.007,0.991,-1.595,-2.426,0.397
0.016,0.007,0.989,-2.464,-4.173,0.732
0.02,0.008,0.988,-2.808,-5.943,0.923
0.022,0.006,1.002,-2.876,-6.47,1.076
0.024,0.007,1.004,-3.502,-6.554,1.099
0.025,0.004,1.001,-3.494,-5.409,0.916
0.023,0.003,1,-2.289,-4.501,0.885
0.025,0.002,0.998,-3.769,-4.738,0.572
0.027,0.006,0.999,-5.814,-5.219,0.504
0.029,0.007,1,-5.226,-4.501,0.732
0.031,0.004,0.996,-4.005,-3.22,0.671
0.026,0.002,0.996,-3.937,-2.548,0.359
0.028,-0.001,1,-4.456,-2.213,0.145
0.031,-0.005,0.998,-3.456,-0.252,0.389
0.031,0.002,1.001,-3.38,0.717,0.374
0.03,0.005,1,-1.434,2.357,0.099
0.025,0.004,0.994,0.351,2.808,-0.198
0.025,0.002,0.991,1.068,2.205,0.046
0.025,0,0.997,-0.061,0.908,0.107
0.026,-0.001,1.001,-1.625,-0.305,0.221
0.025,0.001,0.999,-1.755,-0.511,0.427
0.025,0,0.994,-0.175,-0.946,1.038
